Date,open,high,low,close,volume,openinterest
2020-10-15,61.03842014517164,61.03842014517164,61.03842014517164,61.03842014517164,132708244.77914505,0
2020-10-16,61.03842014517164,61.03842014517164,61.03842014517164,61.03842014517164,132708244.77914505,0
2020-10-17,44.77615101873951,44.77615101873951,44.77615101873951,44.77615101873951,274288780.331303,0
2020-10-18,42.37271342853077,42.37271342853077,42.37271342853077,42.37271342853077,98808556.85966851,0
2020-10-19,32.71113233658529,32.71113233658529,32.71113233658529,32.71113233658529,76475484.52474798,0
2020-10-20,33.8709208971172,33.8709208971172,33.8709208971172,33.8709208971172,137021232.89625403,0
2020-10-21,31.13609652657138,31.13609652657138,31.13609652657138,31.13609652657138,53539364.97384532,0
2020-10-22,26.805785916433425,26.805785916433425,26.805785916433425,26.805785916433425,78677831.46504025,0
2020-10-23,23.726553001137823,23.726553001137823,23.726553001137823,23.726553001137823,82368454.65617654,0
2020-10-24,24.698251881253096,24.698251881253096,24.698251881253096,24.698251881253096,94966073.05700068,0
2020-10-25,25.715797622859426,25.715797622859426,25.715797622859426,25.715797622859426,94324623.15035972,0
2020-10-26,38.95813731766341,38.95813731766341,38.95813731766341,38.95813731766341,256373180.47346583,0
2020-10-27,33.62610370159718,33.62610370159718,33.62610370159718,33.62610370159718,177735936.92606768,0
2020-10-28,35.23708314972304,35.23708314972304,35.23708314972304,35.23708314972304,112150052.77565424,0
2020-10-29,33.669868892285315,33.669868892285315,33.669868892285315,33.669868892285315,94647071.15054014,0
2020-10-30,32.56480146503134,32.56480146503134,32.56480146503134,32.56480146503134,69548217.67366283,0
2020-10-31,29.23454574803566,29.23454574803566,29.23454574803566,29.23454574803566,92361898.02342685,0
2020-11-01,31.068181236508316,31.068181236508316,31.068181236508316,31.068181236508316,79127391.34417841,0
2020-11-02,31.592495101346778,31.592495101346778,31.592495101346778,31.592495101346778,45473460.97051176,0
2020-11-03,29.72111722170825,29.72111722170825,29.72111722170825,29.72111722170825,69556469.16962257,0
2020-11-04,28.863213090978785,28.863213090978785,28.863213090978785,28.863213090978785,53061021.01122654,0
2020-11-05,28.89940702403186,28.89940702403186,28.89940702403186,28.89940702403186,51858223.52657145,0
2020-11-06,29.43749673123257,29.43749673123257,29.43749673123257,29.43749673123257,53073486.40389357,0
2020-11-07,31.67873056481789,31.67873056481789,31.67873056481789,31.67873056481789,114784886.49214192,0
2020-11-08,29.92173183428666,29.92173183428666,29.92173183428666,29.92173183428666,117187621.01006325,0
2020-11-09,30.714377624545733,30.714377624545733,30.714377624545733,30.714377624545733,43569925.030961335,0
2020-11-10,31.27614564306925,31.27614564306925,31.27614564306925,31.27614564306925,70589681.3466677,0
2020-11-11,30.355539393303946,30.355539393303946,30.355539393303946,30.355539393303946,77788935.21881078,0
2020-11-12,30.074590872459012,30.074590872459012,30.074590872459012,30.074590872459012,63350376.68472261,0
2020-11-13,29.501387631396128,29.501387631396128,29.501387631396128,29.501387631396128,64632402.47458432,0
2020-11-14,29.18348938011425,29.18348938011425,29.18348938011425,29.18348938011425,46374964.61487351,0
2020-11-15,29.30824108353713,29.30824108353713,29.30824108353713,29.30824108353713,46656076.5521233,0
2020-11-16,27.75459697519261,27.75459697519261,27.75459697519261,27.75459697519261,64355871.76105965,0
2020-11-17,27.474158502461556,27.474158502461556,27.474158502461556,27.474158502461556,66990195.44150138,0
2020-11-18,29.046635911004422,29.046635911004422,29.046635911004422,29.046635911004422,98404410.9168624,0
2020-11-19,28.884041127283854,28.884041127283854,28.884041127283854,28.884041127283854,76981354.93860403,0
2020-11-20,28.83641829494548,28.83641829494548,28.83641829494548,28.83641829494548,44549185.46211414,0
2020-11-21,29.03297941534771,29.03297941534771,29.03297941534771,29.03297941534771,66565828.96830781,0
2020-11-22,29.83538546337033,29.83538546337033,29.83538546337033,29.83538546337033,109827003.611973,0
2020-11-23,28.97455195566526,28.97455195566526,28.97455195566526,28.97455195566526,74525001.3501965,0
2020-11-24,29.152495615482497,29.152495615482497,29.152495615482497,29.152495615482497,64478008.08559004,0
2020-11-25,29.69480828811275,29.69480828811275,29.69480828811275,29.69480828811275,119023651.0218042,0
2020-11-26,31.07648322699985,31.07648322699985,31.07648322699985,31.07648322699985,246696676.84408388,0
2020-11-27,29.85999550589436,29.85999550589436,29.85999550589436,29.85999550589436,176400314.3852683,0
2020-11-28,29.956028039749974,29.956028039749974,29.956028039749974,29.956028039749974,71663334.72888185,0
2020-11-29,29.92724371697021,29.92724371697021,29.92724371697021,29.92724371697021,52092461.75053196,0
2020-11-30,29.965749227603197,29.965749227603197,29.965749227603197,29.965749227603197,41468964.75579041,0
2020-12-01,30.29109280671896,30.29109280671896,30.29109280671896,30.29109280671896,80327102.26846689,0
2020-12-02,30.22263361850741,30.22263361850741,30.22263361850741,30.22263361850741,105841737.79278883,0
2020-12-03,30.638930347497727,30.638930347497727,30.638930347497727,30.638930347497727,69844238.14378643,0
2020-12-04,30.45112380705019,30.45112380705019,30.45112380705019,30.45112380705019,58750507.88848269,0
2020-12-05,29.105538607487997,29.105538607487997,29.105538607487997,29.105538607487997,75895542.16327609,0
2020-12-06,29.87712017419013,29.87712017419013,29.87712017419013,29.87712017419013,47680577.81577241,0
2020-12-07,29.306209693910493,29.306209693910493,29.306209693910493,29.306209693910493,49225331.17725182,0
2020-12-08,30.535994423804752,30.535994423804752,30.535994423804752,30.535994423804752,147780373.59187344,0
2020-12-09,29.964229165044685,29.964229165044685,29.964229165044685,29.964229165044685,111523277.94696948,0
2020-12-10,30.496371093809252,30.496371093809252,30.496371093809252,30.496371093809252,176605247.7615105,0
2020-12-11,30.57751840106113,30.57751840106113,30.57751840106113,30.57751840106113,199008674.94860765,0
2020-12-12,29.91535629629321,29.91535629629321,29.91535629629321,29.91535629629321,154565320.19918707,0
2020-12-13,30.024411947221175,30.024411947221175,30.024411947221175,30.024411947221175,80109565.12199341,0
2020-12-14,30.079610224401627,30.079610224401627,30.079610224401627,30.079610224401627,75097275.78166607,0
2020-12-15,29.377855357033162,29.377855357033162,29.377855357033162,29.377855357033162,94322817.1919142,0
2020-12-16,29.141461175451354,29.141461175451354,29.141461175451354,29.141461175451354,100309846.01202284,0
2020-12-17,28.474725572619462,28.474725572619462,28.474725572619462,28.474725572619462,146855150.16733792,0
2020-12-18,28.434668765431876,28.434668765431876,28.434668765431876,28.434668765431876,154310089.44720033,0
2020-12-19,28.482447577977144,28.482447577977144,28.482447577977144,28.482447577977144,83877190.71861382,0
2020-12-20,28.28646354859127,28.28646354859127,28.28646354859127,28.28646354859127,100393244.21757032,0
2020-12-21,28.425579402798967,28.425579402798967,28.425579402798967,28.425579402798967,77355912.35110064,0
2020-12-22,25.12541700786485,25.12541700786485,25.12541700786485,25.12541700786485,189143189.4605951,0
2020-12-23,24.65938330963582,24.65938330963582,24.65938330963582,24.65938330963582,208100019.62737167,0
2020-12-24,22.393877730770093,22.393877730770093,22.393877730770093,22.393877730770093,153502569.82116878,0
2020-12-25,23.711485929216284,23.711485929216284,23.711485929216284,23.711485929216284,110589136.64800124,0
2020-12-26,24.19868044306187,24.19868044306187,24.19868044306187,24.19868044306187,128403111.3761988,0
2020-12-27,23.60731416624901,23.60731416624901,23.60731416624901,23.60731416624901,53592093.62123639,0
2020-12-28,22.26786214815625,22.26786214815625,22.26786214815625,22.26786214815625,90932583.26916578,0
2020-12-29,22.01666548879005,22.01666548879005,22.01666548879005,22.01666548879005,78548169.26898716,0
2020-12-30,20.414291266609762,20.414291266609762,20.414291266609762,20.414291266609762,109330498.67486332,0
2020-12-31,21.667585858799086,21.667585858799086,21.667585858799086,21.667585858799086,112612320.89277671,0
2021-01-01,24.332649074568128,24.332649074568128,24.332649074568128,24.332649074568128,221650260.12354195,0
2021-01-02,22.26545151346079,22.26545151346079,22.26545151346079,22.26545151346079,157364231.6607094,0
2021-01-03,21.828358282862826,21.828358282862826,21.828358282862826,21.828358282862826,112849343.36025542,0
2021-01-04,21.57733458634147,21.57733458634147,21.57733458634147,21.57733458634147,118001030.4827294,0
2021-01-05,20.971516044607387,20.971516044607387,20.971516044607387,20.971516044607387,139133407.45189843,0
2021-01-06,21.637499704274397,21.637499704274397,21.637499704274397,21.637499704274397,123548680.69304316,0
2021-01-07,21.965644230617574,21.965644230617574,21.965644230617574,21.965644230617574,119647759.11144678,0
2021-01-08,22.141311677022404,22.141311677022404,22.141311677022404,22.141311677022404,150413994.76491714,0
2021-01-09,21.66795712491178,21.66795712491178,21.66795712491178,21.66795712491178,99060370.37174033,0
2021-01-10,22.236827441240354,22.236827441240354,22.236827441240354,22.236827441240354,89014120.9442777,0
2021-01-11,23.581049628823123,23.581049628823123,23.581049628823123,23.581049628823123,265355918.2132592,0
2021-01-12,21.57096144593361,21.57096144593361,21.57096144593361,21.57096144593361,193306939.6571558,0
2021-01-13,21.12715265139296,21.12715265139296,21.12715265139296,21.12715265139296,100775458.4736598,0
2021-01-14,21.719502249805913,21.719502249805913,21.719502249805913,21.719502249805913,85333698.64277309,0
2021-01-15,21.597018558280833,21.597018558280833,21.597018558280833,21.597018558280833,95089736.96209514,0
2021-01-16,21.557677015766572,21.557677015766572,21.557677015766572,21.557677015766572,111122862.28792429,0
2021-01-17,22.87440971406909,22.87440971406909,22.87440971406909,22.87440971406909,265852064.7538983,0
2021-01-18,24.28820869310656,24.28820869310656,24.28820869310656,24.28820869310656,418766559.2227876,0
2021-01-19,23.684633896638175,23.684633896638175,23.684633896638175,23.684633896638175,190043176.4465864,0
2021-01-20,22.677761060382128,22.677761060382128,22.677761060382128,22.677761060382128,179386491.65251583,0
2021-01-21,22.38911255715604,22.38911255715604,22.38911255715604,22.38911255715604,157883219.84480947,0
2021-01-22,21.25821713351011,21.25821713351011,21.25821713351011,21.25821713351011,136807313.37180814,0
2021-01-23,22.287890650908047,22.287890650908047,22.287890650908047,22.287890650908047,265570456.7522708,0
2021-01-24,22.689629447925178,22.689629447925178,22.689629447925178,22.689629447925178,178166580.32060942,0
2021-01-25,22.74403539205069,22.74403539205069,22.74403539205069,22.74403539205069,113922341.15192428,0
2021-01-26,22.437500087328765,22.437500087328765,22.437500087328765,22.437500087328765,113665132.12374684,0
2021-01-27,22.1925456760997,22.1925456760997,22.1925456760997,22.1925456760997,108009750.5536428,0
2021-01-28,21.487187697632645,21.487187697632645,21.487187697632645,21.487187697632645,120101620.34008132,0
2021-01-29,21.8854040112982,21.8854040112982,21.8854040112982,21.8854040112982,92083831.1991965,0
2021-01-30,22.257271685326735,22.257271685326735,22.257271685326735,22.257271685326735,153450534.2496623,0
2021-01-31,21.99998473077016,21.99998473077016,21.99998473077016,21.99998473077016,95376696.00539283,0
2021-02-01,22.227610787381238,22.227610787381238,22.227610787381238,22.227610787381238,103409399.27386583,0
2021-02-02,22.55238565355764,22.55238565355764,22.55238565355764,22.55238565355764,231322958.98421142,0
2021-02-03,22.47521042202928,22.47521042202928,22.47521042202928,22.47521042202928,96428957.9595578,0
2021-02-04,23.06760130798725,23.06760130798725,23.06760130798725,23.06760130798725,115763697.62767117,0
2021-02-05,22.921722085922227,22.921722085922227,22.921722085922227,22.921722085922227,117656546.07689022,0
2021-02-06,24.57446884779377,24.57446884779377,24.57446884779377,24.57446884779377,273547244.93157846,0
2021-02-07,24.278484379329623,24.278484379329623,24.278484379329623,24.278484379329623,199355815.96232772,0
2021-02-08,23.987391004351554,23.987391004351554,23.987391004351554,23.987391004351554,145131650.47190964,0
2021-02-09,27.70011077465989,27.70011077465989,27.70011077465989,27.70011077465989,408148036.84547263,0
2021-02-10,43.360374735209504,43.360374735209504,43.360374735209504,43.360374735209504,2018558778.0812676,0
2021-02-11,39.834931127226184,39.834931127226184,39.834931127226184,39.834931127226184,1482429519.8551733,0
2021-02-12,40.16373821479947,40.16373821479947,40.16373821479947,40.16373821479947,668497999.8765751,0
2021-02-13,42.62932475518272,42.62932475518272,42.62932475518272,42.62932475518272,683422595.7182387,0
2021-02-14,41.580429804999596,41.580429804999596,41.580429804999596,41.580429804999596,596507370.4801488,0
2021-02-15,47.48170031292962,47.48170031292962,47.48170031292962,47.48170031292962,1255805215.286584,0
2021-02-16,42.82140277429121,42.82140277429121,42.82140277429121,42.82140277429121,1155967038.2529702,0
2021-02-17,41.945063197320906,41.945063197320906,41.945063197320906,41.945063197320906,531467623.55873966,0
2021-02-18,43.213434092137746,43.213434092137746,43.213434092137746,43.213434092137746,449474431.4872351,0
2021-02-19,43.474011615378686,43.474011615378686,43.474011615378686,43.474011615378686,355707147.3845515,0
2021-02-20,43.24926513227452,43.24926513227452,43.24926513227452,43.24926513227452,437942890.2496241,0
2021-02-21,43.51944064392642,43.51944064392642,43.51944064392642,43.51944064392642,869684870.756501,0
2021-02-22,44.91251555408171,44.91251555408171,44.91251555408171,44.91251555408171,456068345.5358676,0
2021-02-23,39.67700609254747,39.67700609254747,39.67700609254747,39.67700609254747,794534875.2646402,0
2021-02-24,35.50615145088347,35.50615145088347,35.50615145088347,35.50615145088347,691225109.6530237,0
2021-02-25,36.63152164480715,36.63152164480715,36.63152164480715,36.63152164480715,397649847.1812335,0
2021-02-26,34.723303510322715,34.723303510322715,34.723303510322715,34.723303510322715,264285853.6082912,0
2021-02-27,35.261451877457816,35.261451877457816,35.261451877457816,35.261451877457816,298539639.6716991,0
2021-02-28,38.44666442315151,38.44666442315151,38.44666442315151,38.44666442315151,336780271.70537364,0
2021-03-01,35.91265634802496,35.91265634802496,35.91265634802496,35.91265634802496,277301058.3470409,0
2021-03-02,38.45901953115621,38.45901953115621,38.45901953115621,38.45901953115621,322181953.2074265,0
2021-03-03,38.31071118578107,38.31071118578107,38.31071118578107,38.31071118578107,251862479.7360264,0
2021-03-04,42.24686832392668,42.24686832392668,42.24686832392668,42.24686832392668,621298264.1719575,0
2021-03-05,41.002998298541115,41.002998298541115,41.002998298541115,41.002998298541115,427519921.17803264,0
2021-03-06,40.56939365790439,40.56939365790439,40.56939365790439,40.56939365790439,319316213.775834,0
2021-03-07,40.53038646783962,40.53038646783962,40.53038646783962,40.53038646783962,223292026.90972462,0
2021-03-08,41.574836422593386,41.574836422593386,41.574836422593386,41.574836422593386,198635220.8111149,0
2021-03-09,41.57849166422764,41.57849166422764,41.57849166422764,41.57849166422764,224007847.4632438,0
2021-03-10,42.061149669738604,42.061149669738604,42.061149669738604,42.061149669738604,269380019.2406836,0
2021-03-11,42.56818443341396,42.56818443341396,42.56818443341396,42.56818443341396,340076876.3887776,0
2021-03-12,42.224434421122076,42.224434421122076,42.224434421122076,42.224434421122076,267159160.4139977,0
2021-03-13,44.00824268655271,44.00824268655271,44.00824268655271,44.00824268655271,437864214.4669819,0
2021-03-14,49.74767465540785,49.74767465540785,49.74767465540785,49.74767465540785,824403628.202127,0
2021-03-15,54.55724867608124,54.55724867608124,54.55724867608124,54.55724867608124,1119320690.627316,0
2021-03-16,53.16391421722717,53.16391421722717,53.16391421722717,53.16391421722717,745993736.1848178,0
2021-03-17,62.65618987815652,62.65618987815652,62.65618987815652,62.65618987815652,988516080.6281383,0
2021-03-18,89.70381977480129,89.70381977480129,89.70381977480129,89.70381977480129,3604161978.681907,0
2021-03-19,79.57344979710611,79.57344979710611,79.57344979710611,79.57344979710611,2648702442.576066,0
2021-03-20,83.51011824696269,83.51011824696269,83.51011824696269,83.51011824696269,1385630340.844179,0
2021-03-21,82.60174109720681,82.60174109720681,82.60174109720681,82.60174109720681,762519370.1020749,0
2021-03-22,81.08354931270623,81.08354931270623,81.08354931270623,81.08354931270623,574833558.4724399,0
2021-03-23,76.58984400573706,76.58984400573706,76.58984400573706,76.58984400573706,710201043.6801836,0
2021-03-24,82.97062583001816,82.97062583001816,82.97062583001816,82.97062583001816,1144772562.4794574,0
2021-03-25,86.01970880657534,86.01970880657534,86.01970880657534,86.01970880657534,1657490858.5368512,0
2021-03-26,90.42028829079466,90.42028829079466,90.42028829079466,90.42028829079466,1764777780.6520574,0
2021-03-27,125.38477689675959,125.38477689675959,125.38477689675959,125.38477689675959,3485114028.8653607,0
2021-03-28,132.5487198812614,132.5487198812614,132.5487198812614,132.5487198812614,4275219206.6697392,0
2021-03-29,125.42929797188495,125.42929797188495,125.42929797188495,125.42929797188495,2152710677.8469753,0
2021-03-30,127.36068517777711,127.36068517777711,127.36068517777711,127.36068517777711,1367051616.8161914,0
2021-03-31,149.8513526353999,149.8513526353999,149.8513526353999,149.8513526353999,2993590309.8761377,0
2021-04-01,189.57559567550769,189.57559567550769,189.57559567550769,189.57559567550769,6658959382.907221,0
2021-04-02,187.6106885242548,187.6106885242548,187.6106885242548,187.6106885242548,9084876444.16744,0
2021-04-03,171.21211901958299,171.21211901958299,171.21211901958299,171.21211901958299,5382961003.897155,0
2021-04-04,177.3016416819816,177.3016416819816,177.3016416819816,177.3016416819816,3274974054.5061398,0
2021-04-05,183.2038417805384,183.2038417805384,183.2038417805384,183.2038417805384,2864402970.091895,0
2021-04-06,177.3921718175483,177.3921718175483,177.3921718175483,177.3921718175483,1745434861.4106126,0
2021-04-07,165.83692357345282,165.83692357345282,165.83692357345282,165.83692357345282,1439233249.9571154,0
2021-04-08,156.19389441878076,156.19389441878076,156.19389441878076,156.19389441878076,3603564397.585422,0
2021-04-09,154.7655246174137,154.7655246174137,154.7655246174137,154.7655246174137,1514788674.9169855,0
2021-04-10,171.87882016120793,171.87882016120793,171.87882016120793,171.87882016120793,2326843447.729039,0
2021-04-11,174.4793971173794,174.4793971173794,174.4793971173794,174.4793971173794,2316225383.034407,0
2021-04-12,178.56448334799927,178.56448334799927,178.56448334799927,178.56448334799927,1136919725.3458455,0
2021-04-13,168.3421513940741,168.3421513940741,168.3421513940741,168.3421513940741,1906516979.9288607,0
2021-04-14,164.61443587312408,164.61443587312408,164.61443587312408,164.61443587312408,1322127291.7764494,0
2021-04-15,167.72246537040698,167.72246537040698,167.72246537040698,167.72246537040698,1976136839.7588773,0
2021-04-16,170.99401239581002,170.99401239581002,170.99401239581002,170.99401239581002,1172487101.4159253,0
2021-04-17,182.4257208668237,182.4257208668237,182.4257208668237,182.4257208668237,3705027558.515133,0
2021-04-18,180.8786084730564,180.8786084730564,180.8786084730564,180.8786084730564,1692363116.1589756,0
2021-04-19,156.4875982758262,156.4875982758262,156.4875982758262,156.4875982758262,2918671277.297213,0
2021-04-20,154.36118150068242,154.36118150068242,154.36118150068242,154.36118150068242,1380912245.3573756,0
2021-04-21,153.87534665124306,153.87534665124306,153.87534665124306,153.87534665124306,1333667516.362534,0
2021-04-22,149.0810949416725,149.0810949416725,149.0810949416725,149.0810949416725,970193247.3497244,0
2021-04-23,146.72972578426246,146.72972578426246,146.72972578426246,146.72972578426246,1268707399.8252814,0
2021-04-24,139.32107562311128,139.32107562311128,139.32107562311128,139.32107562311128,1676950956.0751686,0
2021-04-25,133.13976130127926,133.13976130127926,133.13976130127926,133.13976130127926,790947951.3207159,0
2021-04-26,133.8127447571609,133.8127447571609,133.8127447571609,133.8127447571609,611092337.6772367,0
2021-04-27,154.5603467686587,154.5603467686587,154.5603467686587,154.5603467686587,1424130811.6086998,0
